"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","entrez"
"ENSG00000138613",322.262323997996,-0.272609576585678,0.10761234271042,-2.533255663054,0.0113008495145442,0.0221277682465275,"APH1B","aph-1 homolog B, gamma-secretase subunit","83464"
"ENSG00000104381",38.9726772873831,-0.72686783377429,0.287005315396347,-2.53259363078521,0.0113222127059201,0.0221666568820521,"GDAP1","ganglioside induced differentiation associated protein 1","54332"
"ENSG00000198919",222.081674612156,-0.348403476554199,0.137585394313948,-2.53227080019263,0.0113326431611298,0.0221841338993377,"DZIP3","DAZ interacting zinc finger protein 3","9666"
"ENSG00000163710",8.69345816627976,-1.61436078472591,0.637575309173814,-2.53203152866418,0.0113403793789144,0.022196332894203,"PCOLCE2","procollagen C-endopeptidase enhancer 2","26577"
"ENSG00000171202",206.825274855916,-0.317797926321599,0.125595923122316,-2.5303203991112,0.0113958410635617,0.0223019285119764,"TMEM126A","transmembrane protein 126A","84233"
"ENSG00000177932",193.20856933664,0.342265324204304,0.135276776137753,2.53011147941442,0.0114026291036948,0.0223122532885826,"ZNF354C","zinc finger protein 354C","30832"
"ENSG00000267060",7.9661695771394,-1.71805701200863,0.679383553637348,-2.52884692720384,0.0114437925172701,0.0223898308977327,"PTGES3L","prostaglandin E synthase 3 like","100885848"
"ENSG00000132604",374.841802117035,-0.248691226884541,0.0983440211829533,-2.52878847024051,0.0114456985805123,0.0223905909383291,"TERF2","telomeric repeat binding factor 2","7014"
"ENSG00000141873",320.429826863808,0.271400940100442,0.107341710822514,2.52838284410424,0.0114589322971045,0.0224135075051677,"SLC39A3","solute carrier family 39 member 3","29985"
"ENSG00000162572",31.7776688322821,0.810145939917117,0.320430204352817,2.52830703507928,0.0114614071029096,0.0224153765106479,"SCNN1D","sodium channel epithelial 1 subunit delta","6339"
"ENSG00000111752",230.61627318028,0.301859640048601,0.119423297111014,2.52764449944802,0.0114830559531302,0.0224547392355843,"PHC1","polyhomeotic homolog 1","1911"
"ENSG00000170681",99.2220332923195,-0.465153135036362,0.184185141904024,-2.52546503060897,0.0115545280197556,0.022591506281934,"CAVIN4","caveolae associated protein 4","347273"
"ENSG00000117598",1.68039679429589,-4.26194180393955,1.68783675672881,-2.525091237022,0.0115668255394433,0.0226109048705537,"PLPPR5","phospholipid phosphatase related 5","163404"
"ENSG00000006607",711.870737397137,0.193294489010854,0.0765501414834262,2.52507030379172,0.0115675145698075,0.0226109048705537,"FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2","9855"
"ENSG00000198464",244.064463191272,0.296207838552456,0.117311807433425,2.5249618519479,0.0115710849132441,0.0226148876420722,"ZNF480","zinc finger protein 480","147657"
"ENSG00000060642",134.244565626199,-0.399906314602378,0.158408282518894,-2.52452907287016,0.0115853421732212,0.0226397534336033,"PIGV","phosphatidylinositol glycan anchor biosynthesis class V","55650"
"ENSG00000127720",64.4804543247802,0.571750395450203,0.22659383797318,2.52323893961263,0.0116279362232877,0.022719980272598,"METTL25","methyltransferase like 25","84190"
"ENSG00000105792",18.20165100991,1.08914001865988,0.431800416940376,2.52232275822529,0.0116582684760906,0.0227762305477013,"CFAP69","cilia and flagella associated protein 69","79846"
"ENSG00000178187",8.10395231347299,1.71202278314188,0.678904283615527,2.52174396959826,0.0116774667413364,0.0228107168412124,"ZNF454","zinc finger protein 454","285676"
"ENSG00000149809",68.0788147980858,0.561179950786792,0.222567847741097,2.52138822602799,0.0116892805733067,0.0228307711912321,"TM7SF2","transmembrane 7 superfamily member 2","7108"
"ENSG00000188917",233.857434076924,-0.316214313043015,0.125430832057382,-2.52102539587997,0.0117013406626307,0.022851301143144,"TRMT2B","tRNA methyltransferase 2 homolog B","79979"
"ENSG00000166140",214.249136954952,0.311459386536165,0.123632672322816,2.51923201759254,0.0117611129090605,0.022964989393896,"ZFYVE19","zinc finger FYVE-type containing 19","84936"
"ENSG00000187398",95.0416219363709,0.557738065961468,0.221406156627552,2.5190720730485,0.0117664568976164,0.0229723838914162,"LUZP2","leucine zipper protein 2","338645"
"ENSG00000105058",1250.03758627529,-0.155446291328565,0.0617456496809657,-2.51752620843319,0.0118182176689645,0.0230703868070789,"FAM32A","family with sequence similarity 32 member A","26017"
"ENSG00000205572",2.68178740059858,3.70725801298569,1.47327264051026,2.51634212911312,0.0118580011175275,0.0231449859092474,"SERF1A","small EDRK-rich factor 1A","8293"
"ENSG00000183780",11.6372447413483,1.44999135916514,0.576251292920615,2.51624833987989,0.0118611573777753,0.0231480841205948,"SLC35F3","solute carrier family 35 member F3","148641"
"ENSG00000166275",198.537734644489,0.337332211673004,0.134126653828595,2.51502741657964,0.0119023127580356,0.0232253303044647,"BORCS7","BLOC-1 related complex subunit 7","119032"
"ENSG00000143740",504.369009306209,0.222783135402477,0.0885837634442611,2.51494322142519,0.0119051555039122,0.0232278053827984,"SNAP47","synaptosome associated protein 47","116841"
"ENSG00000103490",63.9083494930269,0.587254771961878,0.233515939384945,2.5148380599142,0.0119087069985898,0.0232316624431037,"PYCARD","PYD and CARD domain containing","29108"
"ENSG00000137038",347.791197045336,0.249590798224145,0.0993025728667599,2.51343737648203,0.0119561002769361,0.0233210343053828,"DMAC1","distal membrane arm assembly component 1","90871"
"ENSG00000051108",1478.41356996884,0.140212990203732,0.0557975901509076,2.51288612688323,0.0119747980684977,0.0233544178060298,"HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1","9709"
"ENSG00000178980",1070.07815010529,-0.159451856858385,0.0634616574414278,-2.5125700034789,0.0119855323249181,0.0233722632727785,"SELENOW","selenoprotein W","6415"
"ENSG00000171700",167.908409708627,-0.354693341018311,0.141184858052336,-2.51226190904147,0.0119960021576702,0.0233895884543764,"RGS19","regulator of G protein signaling 19","10287"
"ENSG00000118246",469.586134686678,-0.225532762665128,0.0897794728620014,-2.51207492621159,0.0120023602626236,0.0233952077786546,"FASTKD2","FAST kinase domains 2","22868"
"ENSG00000186889",37.1183068110539,0.749953554547464,0.2985395800221,2.51207412595659,0.0120023874806602,0.0233952077786546,"TMEM17","transmembrane protein 17","200728"
"ENSG00000144057",2.64110959457406,3.71688820470063,1.47963099767813,2.51203726505679,0.0120036412419964,0.0233952077786546,"ST6GAL2","ST6 beta-galactoside alpha-2,6-sialyltransferase 2","84620"
"ENSG00000177025",11.3878376061977,1.39153183481186,0.554022948752487,2.51168627210338,0.0120155854926994,0.0234153940508898,"C19orf18","chromosome 19 open reading frame 18","147685"
"ENSG00000213020",148.012834866811,0.371360822399886,0.147864208556454,2.51149907083905,0.0120219602377575,0.0234247228404482,"ZNF611","zinc finger protein 611","81856"
"ENSG00000182973",208.102439148894,-0.341773833778877,0.13609082297544,-2.51136576520339,0.0120265015079927,0.0234304771225307,"CNOT10","CCR4-NOT transcription complex subunit 10","25904"
"ENSG00000166170",656.676753312573,-0.190407322086221,0.0758492653319484,-2.51033838301423,0.0120615519804761,0.0234956611988309,"BAG5","BAG cochaperone 5","9529"
"ENSG00000089693",4258.56300119827,0.106619767195215,0.0424821397792455,2.50975510530435,0.0120814915228232,0.0235303201240929,"MLF2","myeloid leukemia factor 2","8079"
"ENSG00000172113",172.198208111181,-0.343942585393673,0.13704395309848,-2.50972463663913,0.0120825339067458,0.0235303201240929,"NME6","NME/NM23 nucleoside diphosphate kinase 6","10201"
"ENSG00000184845",29.952408630124,0.84897387427349,0.338285625905262,2.509636263739,0.0120855577421625,0.0235331026696404,"DRD1","dopamine receptor D1","1812"
"ENSG00000075651",239.030000774606,0.304397618521872,0.121339246541284,2.50864932162162,0.0121193733165806,0.0235958345094789,"PLD1","phospholipase D1","5337"
"ENSG00000163946",834.605841420645,-0.174155540651854,0.0694235601293635,-2.50859420530052,0.0121212642355782,0.023596402234031,"TASOR","transcription activation suppressor","23272"
"ENSG00000213085",11.6116066779142,-1.42560212823294,0.568307800532677,-2.50850353786579,0.0121243754034512,0.0235993449475618,"CFAP45","cilia and flagella associated protein 45","25790"
"ENSG00000167113",299.081432386331,0.287781325784591,0.114736547361264,2.50819231014918,0.0121350602749966,0.0236170266847777,"COQ4","coenzyme Q4","51117"
"ENSG00000158887",15.5193608202056,1.16573599499318,0.46481254222624,2.50797017956925,0.0121426914230499,0.0236287614423211,"MPZ","myelin protein zero","4359"
"ENSG00000119686",20.3171759614842,-0.992378830783347,0.395704064849579,-2.50788131570138,0.0121457454727959,0.0236315875914059,"FLVCR2","FLVCR choline and putative heme transporter 2","55640"
"ENSG00000178252",1988.92408886842,0.127820480168565,0.0509701596733052,2.50775122126033,0.0121502177516488,0.0236371720342597,"WDR6","WD repeat domain 6","11180"
"ENSG00000163719",470.188968013353,0.226022132107217,0.0901422950744531,2.50739269419016,0.012162550451766,0.0236580447416422,"MTMR14","myotubularin related protein 14","64419"
"ENSG00000214026",83.4890127343233,-0.499475893301451,0.199218527749628,-2.50717590850374,0.0121700128781896,0.023669439758082,"MRPL23","mitochondrial ribosomal protein L23","6150"
"ENSG00000275713",3.93648678658218,-2.8468163158687,1.13604388118413,-2.50590348050761,0.0122138955949067,0.0237505126733259,"H2BC9","H2B clustered histone 9","8345"
"ENSG00000165272",82.9254690584238,-0.493875635252434,0.197087185720663,-2.50587390269206,0.0122149173217566,0.0237505126733259,"AQP3","aquaporin 3 (Gill blood group)","360"
"ENSG00000187608",350.71686801731,0.257383686481773,0.102726560033539,2.50552229528314,0.0122270689409825,0.0237710073995594,"ISG15","ISG15 ubiquitin like modifier","9636"
"ENSG00000119906",720.436419723034,0.187002452040774,0.0746402137674656,2.50538473299878,0.0122318260340778,0.023777122701816,"SLF2","SMC5-SMC6 complex localization factor 2","55719"
"ENSG00000196139",10.5321804968434,1.45092760389025,0.579136102713269,2.50533095259061,0.0122336862804335,0.0237776060310256,"AKR1C3","aldo-keto reductase family 1 member C3","8644"
"ENSG00000106479",165.238419093737,0.353678176221934,0.141256242910094,2.50380562965306,0.0122865511710473,0.0238772096914689,"ZNF862","zinc finger protein 862","643641"
"ENSG00000136161",160.321344454943,0.362620740723029,0.144842063166193,2.50355962070876,0.0122950963154118,0.0238906691739214,"RCBTB2","RCC1 and BTB domain containing protein 2","1102"
"ENSG00000134905",597.300549636718,-0.204094307014846,0.0815453744101855,-2.50283119663196,0.0123204290784181,0.0239367409300739,"CARS2","cysteinyl-tRNA synthetase 2, mitochondrial","79587"
"ENSG00000132664",228.76189745289,0.304019918648444,0.121501168503012,2.50219748825632,0.0123425054657681,0.0239764747388995,"POLR3F","RNA polymerase III subunit F","10621"
"ENSG00000181638",151.883578532513,0.373683930273881,0.149453108459489,2.50034230887324,0.0124073355994512,0.0240992403152057,"ZFP41","ZFP41 zinc finger protein","286128"
"ENSG00000109113",2639.89027409631,0.12170791632634,0.0486866300989485,2.49982214992054,0.0124255668570748,0.0241314747149245,"RAB34","RAB34, member RAS oncogene family","83871"
"ENSG00000126821",481.106123226081,-0.219748169640488,0.0879586751296748,-2.49831150044632,0.0124786487887441,0.0242313746024125,"SGPP1","sphingosine-1-phosphate phosphatase 1","81537"
"ENSG00000275395",4.08757244803245,2.77960187441411,1.11271196337906,2.49804258954229,0.0124881189364285,0.0242465728106417,"FCGBP","Fc gamma binding protein","8857"
"ENSG00000028310",657.50702285673,-0.190734618816935,0.0763657765956141,-2.49764524529028,0.0125021237290676,0.0242705701971926,"BRD9","bromodomain containing 9","65980"
"ENSG00000185291",18.4314258809366,1.08865754936369,0.435923864024149,2.49735708275742,0.0125122890020769,0.0242852290009486,"IL3RA","interleukin 3 receptor subunit alpha","3563"
"ENSG00000163191",5330.83187993484,-0.0977638310538093,0.0391472182806871,-2.49733787859047,0.0125129667117535,0.0242852290009486,"S100A11","S100 calcium binding protein A11","6282"
"ENSG00000182318",112.387732135253,0.432790070964715,0.173307459218771,2.49723856616231,0.012516471938244,0.0242874266244451,"ZSCAN22","zinc finger and SCAN domain containing 22","342945"
"ENSG00000150628",3.73796238289649,-2.8856870710729,1.15556327190653,-2.49721252070592,0.0125173913550414,0.0242874266244451,"SPATA4","spermatogenesis associated 4","132851"
"ENSG00000116350",954.44477712099,-0.167001930551377,0.0668848283934427,-2.49685817490637,0.0125299058701822,0.0243085116645191,"SRSF4","serine and arginine rich splicing factor 4","6429"
"ENSG00000161904",896.069679426621,0.167456767953691,0.0670732054023664,2.49662688623769,0.0125380803215645,0.0243211723723853,"LEMD2","LEM domain nuclear envelope protein 2","221496"
"ENSG00000167702",93.8796833062304,0.460034361060212,0.184283677790772,2.49633807277558,0.012548294505132,0.0243377858720544,"KIFC2","kinesin family member C2","90990"
"ENSG00000166847",2311.56993058775,0.135623462668605,0.0543774321054397,2.49411304317619,0.0126272322838071,0.0244876689163104,"DCTN5","dynactin subunit 5","84516"
"ENSG00000103507",927.999601358934,0.174137959694911,0.0698294817536061,2.49375987508196,0.0126398020355773,0.0245088236605213,"BCKDK","branched chain keto acid dehydrogenase kinase","10295"
"ENSG00000136141",442.274899390727,0.225484629169392,0.0904270667246165,2.49355239904082,0.0126471915650373,0.0245199296124258,"LRCH1","leucine rich repeats and calponin homology domain containing 1","23143"
"ENSG00000169087",55.8642672237153,0.616041550719696,0.247147340939785,2.49260845120639,0.0126808597977192,0.0245806313894713,"HSPBAP1","HSPB1 associated protein 1","79663"
"ENSG00000174939",184.470333046238,-0.339964461661488,0.1363905265592,-2.4925811948818,0.0126818331392609,0.0245806313894713,"ASPHD1","aspartate beta-hydroxylase domain containing 1","253982"
"ENSG00000175287",27.3782957966537,-0.85121794244198,0.341547227052463,-2.49224082358376,0.0126939935958935,0.0246009695933025,"PHYHD1","phytanoyl-CoA dioxygenase domain containing 1","254295"
"ENSG00000077044",380.759252160411,0.235701906505968,0.0946954567893951,2.48905189855279,0.0128084266946902,0.0248194808843524,"DGKD","diacylglycerol kinase delta","8527"
"ENSG00000128534",273.76963216308,0.280184010961262,0.112599044216574,2.48833383010209,0.0128343198218329,0.024866389317311,"LSM8","LSM8 homolog, U6 small nuclear RNA associated","51691"
"ENSG00000165071",4.66299723616632,-2.40218202208168,0.965407876872753,-2.48825608287252,0.0128371261184134,0.0248685607603823,"TMEM71","transmembrane protein 71","137835"
"ENSG00000100632",1067.28405880322,-0.161733123725241,0.0650215221778736,-2.48737830656751,0.0128688472604586,0.0249267391992656,"ERH","ERH mRNA splicing and mitosis factor","2079"
"ENSG00000181396",508.939480348618,0.228658517240829,0.0919371060276048,2.48711893511389,0.0128782337092297,0.0249416461205008,"OGFOD3","2-oxoglutarate and iron dependent oxygenase domain containing 3","79701"
"ENSG00000108176",26.5645660780934,0.916018744797719,0.368327374411027,2.48696895326468,0.0128836641980039,0.0249488885125803,"DNAJC12","DnaJ heat shock protein family (Hsp40) member C12","56521"
"ENSG00000101473",245.288129949455,0.288422022114767,0.115997175347943,2.48645728871949,0.0129022056125827,0.024981514646725,"ACOT8","acyl-CoA thioesterase 8","10005"
"ENSG00000082438",42.5642434879607,-0.700479563344106,0.281793082204005,-2.48579403676415,0.0129262753003051,0.0250248347698072,"COBLL1","cordon-bleu WH2 repeat protein like 1","22837"
"ENSG00000104093",551.21394489835,-0.218654384536747,0.0879745814780935,-2.48542682287377,0.0129396187226864,0.0250473805608128,"DMXL2","Dmx like 2","23312"
"ENSG00000198276",387.200242554593,0.236966444530796,0.0953489765614295,2.48525420069011,0.0129458954908276,0.025056243220736,"UCKL1","uridine-cytidine kinase 1 like 1","54963"
"ENSG00000214113",214.735165416295,-0.31426399595326,0.126523388460999,-2.48384112831543,0.012997378000455,0.0251525859153612,"LYRM4","LYR motif containing 4","57128"
"ENSG00000099910",260.047945741284,-0.291519143886434,0.117392043645132,-2.48329558660447,0.0130173021409041,0.0251878394474621,"KLHL22","kelch like family member 22","84861"
